id,en,ch,manualTag,tranlatedTag,tatoebaEnId,tatoebaChId,wordDifficulty,syllablesCount,combinedDifficulty,isOneHundredPoints
660,You'd better go home at once.,你最好立刻回家。,,忠告,52201,874471,2,7,8.4,TRUE
661,You should always do your best.,你應該永遠盡全力做好。,,忠告,268479,872141,1,7,7.7,TRUE
663,You should eat more vegetables.,你應該吃更多蔬菜。,,忠告,30364,836323,2,8,9.4,TRUE
664,You should emphasize that fact.,你應該重視那個事實。,,忠告,16584,836353,4,7,9.8,TRUE
665,You should drive at a safe speed.,你應該以安全速度駕駛。,,忠告,28484,895732,4,7,9.8,TRUE
666,You should think before you speak.,你說話前應該先想一想。,,忠告,241002,530712,0,7,7,TRUE
667,You should be more reasonable.,你應該更理性一點。,,忠告,69717,335311,5,7,10.5,TRUE
668,You'd better go to bed at once.,你最好馬上去睡覺。,,忠告,52148,829310,2,8,9.4,TRUE
669,I think you should see a doctor.,我覺得你應該去看醫生。,,忠告,28054,881208,4,8,10.8,TRUE
670,You had better not stay up late.,你最好不要熬夜。,,忠告,277356,908030,3,8,10.1,TRUE
671,You'd better consult the doctor.,您最好請教一下醫生。,,忠告,16317,469289,9,8,14.3,TRUE
672,You'd better consult the doctor.,你最好請教一下醫生。,,忠告,16317,469291,9,8,14.3,TRUE
673,You should drink a lot of liquid.,你應該喝大量的液體。,,忠告,270935,896374,2,8,9.4,TRUE
674,You should try to be more polite.,你應該試著更有禮貌。,,忠告,17646,902943,4,8,10.8,TRUE
675,You shouldn't eat too much candy.,你不應該吃太多糖果。,,忠告,67735,872392,2,8,9.4,TRUE
676,You'd better consult your doctor.,你最好問你的醫生。,,忠告,28044,842332,9,8,14.3,TRUE
679,You should be good to your neighbors.,你應該對鄰居好點。,,忠告,325952,5574138,3,8,10.1,TRUE
680,You'd better not go out today.,你今天最好不要出門。,,忠告,16131,907252,3,8,10.1,TRUE
681,"If I were you, I wouldn't do it.",如果我是你，我不會那麼做。,,忠告,30621,6635897,3,9,11.1,TRUE
682,I advise you to give up drinking.,我建議你戒酒。,,忠告,266119,888111,4,9,11.8,TRUE
683,I wouldn't do that if I were you.,如果我是你，我不會那樣做。,,忠告,30835,6635897,3,9,11.1,TRUE
684,You had better go to the dentist's.,你最好去看牙醫。,,忠告,263616,905347,3,9,11.1,TRUE
685,You should follow the doctor's advice.,你應該遵照醫生的忠告。,,忠告,16315,874735,8,9,14.6,TRUE
686,You should follow your teacher's advice.,您應該聽從你老師的建議。,,忠告,15947,872156,4,9,11.8,TRUE
687,You'd better have your hair cut at once.,你最好立刻剪頭髮。,,忠告,16638,775818,2,9,10.4,TRUE
688,You should take care of your sick mother.,你應該照顧你生病的母親。,,忠告,9587,775593,2,9,10.4,TRUE
689,I think that you ought to apologize to her.,我認為你應該跟她道歉。,,忠告,11374,775598,7,12,16.9,TRUE
690,Don't go out after dark.,天黑以後不要出門。,,忠告,28454,834395,3,7,9.1,TRUE
692,Eat a lot of vegetables.,多吃點蔬菜。,,忠告,324120,345971,1,8,8.7,TRUE
693,Don't worry about the past.,不要擔心過去。,,忠告,23628,796829,3,8,10.1,TRUE
694,Don't walk alone after dark.,不要一個人在黑暗中走。,,忠告,28457,833045,3,8,10.1,TRUE
695,Don't stay in the sun too long.,不要在陽光下逗留太久。,,忠告,281127,883298,1,8,8.7,TRUE
696,Don't judge a man by his clothes.,不要以穿著來判斷一個人。,,忠告,270184,889125,3,9,11.1,TRUE
697,Stick with it and you'll succeed.,堅持下來，你就能成功。,,忠告,271305,6535844,5,7,10.5,TRUE
699,Don't worry about such a thing.,不要擔心這樣的事情。,,忠告,41581,842324,3,9,11.1,TRUE
700,Don't be afraid of barking dogs.,別要怕會叫的狗。,,忠告,321249,6089930,4,9,11.8,TRUE
701,Make sure you get plenty of rest.,你務必要好好地休息。,,忠告,266519,890622,4,8,10.8,TRUE
703,Write it down before you forget it.,在你忘記之前把它寫下來。,,忠告,321160,896509,2,9,10.4,TRUE
704,Look out for cars when you cross the road.,當你過馬路時，要小心汽車。,,忠告,280497,874487,4,9,11.8,TRUE
705,Never be afraid of making mistakes.,永遠不要害怕犯錯。,,忠告,32279,859342,3,11,13.1,TRUE
707,Don't pry into the affairs of others.,不要探聽別人的事。,,忠告,274704,332959,11,11,18.7,TRUE
708,You'd better relax a bit.,你最好休息一下。,,忠告,267707,1394881,5,7,10.5,TRUE
710,Don't let appearances deceive you.,不要被外表欺騙了。,,忠告,4728143,4517819,8,10,15.6,TRUE
711,It's okay to take it easy sometimes.,有時可以放輕鬆一下。,,忠告,40524,798262,3,12,14.1,TRUE
713,You should apologize for your rudeness.,你該為你的無理道歉。,,忠告,63225,784519,7,11,15.9,TRUE
714,You'd better take an umbrella with you.,你最好隨身帶把傘。,,忠告,4434905,775732,1,10,10.7,TRUE
715,You should have told me a long time ago.,你很久以前就應該告訴我的。,,忠告,16636,775817,1,10,10.7,TRUE
716,You'd better wait until the police come.,你最好等到警察前來。,,忠告,7805440,1101758,3,10,12.1,TRUE
717,You had better be careful not to overeat.,你最好小心不要吃過量。,,忠告,15985,775720,7,13,17.9,TRUE
718,You should pay attention to what he says.,你該注意他說了什麼。,,忠告,286031,2442277,3,10,12.1,TRUE
719,You had better get away from here at once.,你最好立刻離開這裡。,,忠告,16722,775834,3,11,13.1,TRUE
720,You should make an effort to stop smoking.,你應該努力去戒煙。,,忠告,16202,775752,3,10,12.1,TRUE
721,You should return home before it gets dark.,你應該在天黑之前回家。,,忠告,16325,775779,2,10,11.4,TRUE
722,You should make better use of your free time.,你要更好地利用閒暇時間。,,忠告,69544,333838,2,10,11.4,TRUE
723,You should put safety before everything else.,你應該以安全優先。,,忠告,24783,6109283,4,12,14.8,TRUE
724,You should pay more attention to his warnings.,你應該更加注意他的警告。,,忠告,15818,775628,4,11,13.8,TRUE
725,You'd better wear a sweater under your jacket.,您最好在外套裡穿一件毛衣。,,忠告,268350,795456,4,12,14.8,TRUE
728,You look tired. You ought to rest for an hour or two.,你看起累了。你應該休息一、兩個小時。,,忠告,9721,775596,5,13,16.5,TRUE
729,You'll never achieve anything if you don't study harder.,"如果你不更加努力地學習, 你將永遠不會有所成就。",,忠告,30467,780376,5,15,18.5,TRUE
730,You should apologize to Dad for not coming home in time for supper.,你應該為你沒有及時回家吃晚餐向你父親道歉。,,忠告,16740,775840,6,18,22.2,TRUE
731,"All things considered, I think you should go back home and take care of your parents.",全盤考慮後，我覺得你應該回家，照顧你的父母。,,忠告,404076,865394,4,20,22.8,TRUE
732,I have to go to sleep.,我該去睡覺了。,,必要性,1277,2,0,6,6,TRUE
733,We need to leave.,我們必須走了。,,必要性,1893746,7767666,2,4,5.4,TRUE
734,You must hurry up.,你得快點。,,必要性,69497,7768202,3,5,7.1,TRUE
735,I need to try.,我得試一試。,,必要性,2387771,5983608,1,4,4.7,TRUE
736,I need to get a stamp.,我需要一張郵票。,,必要性,259028,793499,3,6,8.1,TRUE
737,You have to be patient.,你必須要有耐心。,,必要性,20305,793498,3,6,8.1,TRUE
738,You don't need to hurry.,你不必著急。,,必要性,411309,793501,4,7,9.8,TRUE
739,I have to get some sleep.,我需要一些睡眠。,,必要性,617467,793505,1,6,6.7,TRUE
740,I need to get some stamps.,我需要一些郵票。,,必要性,407135,793500,4,6,8.8,TRUE
741,Do you need an ambulance?,你需要救護車嗎?,,必要性,19591,793497,7,7,11.9,TRUE
742,All you can do is to wait.,所有你能做的就是等待。,,必要性,17544,408259,2,7,8.4,TRUE
743,Children need a lot of sleep.,孩子們需要大量的睡眠。,,必要性,579224,793508,1,7,7.7,TRUE
744,She cannot do without her car.,她離不開她的車。,,必要性,314812,793512,3,8,10.1,TRUE
745,She cannot do without her car.,沒有車她做不了事。,,必要性,314812,793514,3,8,10.1,TRUE
746,The school needed a new teacher.,學校需要一個新的老師。,,必要性,48955,793509,1,8,8.7,TRUE
747,You didn't need to buy the book.,你不需要買這本書。,,必要性,606324,793510,2,8,9.4,TRUE
748,You don't need to carry lunch with you.,你不需要帶著午餐。,,必要性,320463,793516,2,10,11.4,TRUE
749,I will go with you if necessary.,如果必要的話，我會和你一起去。,,必要性,318266,793504,4,10,12.8,TRUE
750,We must learn to live in harmony with nature.,我們必須學會與自然和諧共處。,,必要性,248821,5613678,6,12,16.2,TRUE
751,You need to have friends who can help you out.,你需要可以幫助你的朋友。,,必要性,16188,775744,3,10,12.1,TRUE
754,We have to turn in our reports by the end of this month.,這個月底前，我們必須交報告。,,必要性,248395,332952,2,14,15.4,TRUE
755,We need to go.,我們必須走了。,,必要性,1893749,7767666,1,4,4.7,TRUE
756,We need money.,我們需要錢。,,必要性,493908,752112,1,4,4.7,TRUE
757,I need a lawyer.,我需要一名律師。,,必要性,1887574,6292460,2,5,6.4,TRUE
758,Yesterday was my seventeenth birthday.,昨天是我17歲生日。,,年齡,244516,333242,4,10,12.8,TRUE
759,He wrote this book at the age of twenty.,他在20歲的時候寫了這本書。,,年齡,288476,816430,2,10,11.4,TRUE
760,She turned eighty-one.,她八十一歲了。,,年齡,388583,824527,1,6,6.7,TRUE
761,My father helped me with my homework.,我爸爸幫我做作業。,,"學校,親戚/家人",64097,724312,0,11,11,TRUE
762,He must finish his homework today.,他今天必須完成他的功課。,,"學校,義務",299380,848426,2,10,11.4,TRUE
763,We must finish our homework first.,我們必須先完成我們的功課。,,"學校,義務",32774,869919,3,9,11.1,TRUE
764,You have to study hard to catch up with your class.,你必須用功讀書趕上同學。,,"學校,義務",16727,775836,2,12,13.4,TRUE
765,You must get this homework finished by the day after tomorrow.,你必須在後天以前完成回家作業。,,"學校,義務",16684,775829,2,18,19.4,TRUE
766,The history class starts at nine.,歷史課九點開始。,,"學校,時間",326120,5905025,0,8,8,TRUE
767,I will finish my homework by nine.,我會在九點前完成我的作業。,,"學校,時間",252633,881091,2,10,11.4,TRUE
768,The class begins at 8:30.,課程八點半開始。,,"學校,時間",413315,840648,0,8,8,TRUE
769,Class doesn't begin until eight-thirty.,八點半開始上課。,,"學校,時間",1525,910833,3,10,12.1,TRUE
770,School begins on April the tenth.,學校在四月十日開學。,,"學校,日期",21519,798198,2,8,9.4,TRUE
771,He left high school at seventeen.,他十七歲的時候離開了高中。,,"學校,年齡",299329,846212,2,8,9.4,TRUE
772,We graduate from high school at eighteen.,我們在十八歲的時候從高中畢業了。,,"學校,年齡",247797,802106,4,9,11.8,TRUE
773,I was alone in the classroom.,我獨自待在教室裡。,,"學校,地點",256937,463921,2,8,9.4,TRUE
774,School starts in September in Europe.,歐洲的學校在九月開學。,,"學校,地點",30030,798291,3,9,11.1,TRUE
775,Don't talk in the classroom.,別在教室裡說話。,,"學校,地點",495877,833220,1,7,7.7,TRUE
776,There are many more students in the classroom today than yesterday.,今天教室裡的學生比昨天還要多許多。,,"學校,地點",242852,801563,3,17,19.1,TRUE
777,I like mathematics.,我喜歡數學。,,"學校,喜歡",435453,780286,3,6,8.1,TRUE
778,What subject do you like best?,你最喜歡哪一個科目?,,"學校,喜好/偏好,喜歡",69827,869917,3,7,9.1,TRUE
779,You ought to ask for your teacher's permission.,你應該請求你的老師允許。,,學校,15948,775674,7,11,15.9,TRUE
780,Have you finished doing your homework yet?,你做完回家作業了嗎?,,學校,16399,775784,2,11,12.4,TRUE
781,I erased the blackboard for the teacher.,我為老師擦黑板。,,學校,2325182,3338935,4,11,13.8,TRUE
782,We're classmates.,我們是同學。,,學校,247946,333784,2,4,5.4,TRUE
783,Who is your teacher?,誰是你老師？,,學校,17660,787631,1,5,5.7,TRUE
784,I don't like homework.,我不喜歡作業。,,學校,258539,4673804,1,7,7.7,TRUE
785,Where is Tom's classroom?,湯姆的教室在哪裡？,,學校,37357,824608,2,5,6.4,TRUE
786,I'm doing my homework.,我正在做我的作業。,,學校,258045,4540618,1,6,6.7,TRUE
787,All my homework is done.,我做完了所有的回家作業。,,學校,266674,780371,1,7,7.7,TRUE
788,Tom fell asleep in class.,湯姆在課堂上睡著了。,,學校,1025813,2500072,4,6,8.8,TRUE
789,I am tired of homework.,我厭倦了功課。,,學校,258543,926788,1,8,8.7,TRUE
790,I have a lot of homework.,我有很多功課。,,學校,418848,846379,0,8,8,TRUE
791,I have no homework today.,我今天沒有功課。,,學校,242878,834969,0,8,8,TRUE
792,I like to do my homework.,我喜歡做我的作業。,,學校,1762587,6568346,0,8,8,TRUE
793,I don't have classes today.,我今天沒課。,,學校,242874,834810,1,8,8.7,TRUE
794,He helped me do my homework.,他幫我做我的功課。,,學校,303732,848704,0,9,9,TRUE
796,Who is your English teacher?,你的英語老師是誰？,,學校,237726,842432,1,7,7.7,TRUE
798,What grade is your sister in?,你的妹妹唸幾年級？,,學校,16905,864391,3,7,9.1,TRUE
799,I took an art class last year.,我去年上了一堂藝術課。,,學校,19414,881087,1,7,7.7,TRUE
800,We are both in the same class.,我們兩個同班。,,學校,247818,895575,3,7,9.1,TRUE
801,I helped him with his homework.,我幫他做他的家庭作業。,,學校,260666,846570,0,9,9,TRUE
803,Have you finished your homework?,你做完作業了嗎？,,學校,31331,833090,1,9,9.7,TRUE
804,Tom slipped out of the classroom.,湯姆溜出了教室。,,學校,37163,871164,4,8,10.8,TRUE
805,Can I register for that class?,我可以登記上這堂課嗎？,,學校,2738934,5422702,6,8,12.2,TRUE
806,He was busy with his homework.,他忙於做功課。,,學校,299377,848731,2,9,10.4,TRUE
807,I do my homework after school.,我在放學後做作業。,,學校,398543,6147568,0,9,9,TRUE
808,Tom forgot to do his homework.,湯姆忘了做作業。,,學校,1025740,5574592,2,9,10.4,TRUE
809,Tom doesn't like doing homework.,湯姆不喜歡做作業。,,學校,1026044,1397330,2,8,9.4,TRUE
810,Have you handed in your homework?,你交功課了嗎？,,學校,31327,838635,0,9,9,TRUE
811,I have just finished my homework.,我剛剛完成我的作業。,,學校,40141,848430,2,10,11.4,TRUE
812,Some boys came into the classroom.,有些男孩走進了教室。,,學校,24522,860842,1,8,8.7,TRUE
813,We have four French classes a week.,我們一週有四堂法語課。,,學校,266410,900267,2,8,9.4,TRUE
815,She is doing her homework now.,她現在正在做她的功課。,,學校,313708,851533,2,8,9.4,TRUE
816,He's busy with his homework now.,他現在正忙著做他的家庭作業。,,學校,296554,889383,2,9,10.4,TRUE
817,I have a lot of homework to do.,我有很多作業要做。,,學校,30181,401219,0,10,10,TRUE
818,"After dinner, I did my homework.",吃完晚飯後，我做作業。,,學校,262094,6159158,0,10,10,TRUE
819,I have already done my homework.,我已經做了我的家庭作業。,,學校,20527,846565,1,10,10.7,TRUE
820,She was busy doing her homework.,她忙著做她的功課。,,學校,314946,856382,2,9,10.4,TRUE
821,I'm always busy with my homework.,我總是忙於功課。,,學校,253141,850313,3,10,12.1,TRUE
822,I'm too sleepy to do my homework.,我太想睡了，做不了功課。,,學校,252980,795451,3,10,12.1,TRUE
823,I've already finished my homework.,我已經完成了我的作業。,,學校,255732,835446,2,11,12.4,TRUE
826,Tom and Mary are in the same class.,湯姆和瑪麗在同一個班級。,,學校,1029904,2110980,3,9,11.1,TRUE
827,Mary said she would do her homework.,瑪麗說她會做她的功課。,,學校,31918,891614,1,10,10.7,TRUE
828,Did you do your homework by yourself?,你靠自己做回家作業的嗎?,,學校,15999,775724,0,10,10,TRUE
829,How many boys are there in this class?,這個班有多少男生？,,學校,61193,332709,1,9,9.7,TRUE
830,Take off your hat when you enter a classroom.,進教室時請脫下帽子。,,學校,19033,2032307,2,11,12.4,TRUE
831,Algebra is my favorite subject.,代數是我最喜歡的科目。,,學校,275391,833122,9,10,16.3,TRUE
832,History is not his major subject.,歷史不是他的主修科目。,,學校,245514,5863262,6,10,14.2,TRUE
833,I am unable to finish my homework.,我無法完成我的作業。,,學校,1819532,884202,3,11,13.1,TRUE
834,I haven't yet finished my homework.,我還沒做完作業。,,學校,3378503,7768219,3,11,13.1,TRUE
835,I was unable to finish my homework.,我無法完成我的作業。,,學校,258555,884202,3,11,13.1,TRUE
836,Mathematics is my favorite subject.,數學是我最喜歡的科目。,,學校,271018,834682,7,11,15.9,TRUE
837,Mathematics is an easy subject for me.,數學對我來說是一個容易的科目。,,學校,271012,797136,6,12,16.2,TRUE
838,It took me three hours to do my homework.,我花了3小時做作業。,,學校,258549,335680,0,11,11,TRUE
839,Tom refused to help Mary do her homework.,湯姆拒絶幫瑪麗做她的作業。,,學校,1849049,6119491,4,13,15.8,TRUE
840,Tom didn't understand what the teacher said.,湯姆不懂老師說了什麼。,,學校,1026276,5091156,2,11,12.4,TRUE
841,I read the book after I had finished my homework.,我做完我的功課後，就讀這本書。,,學校,258554,332598,1,15,15.7,TRUE
844,Tom needs to study more if he hopes to pass this class.,湯姆如果想通過這門課，就需要加勁學習。,,學校,1024399,5613696,3,14,16.1,TRUE
846,I let Tom watch a little TV after he finished his homework.,我讓Tom在做完作業後看一點電視。,,學校,2377427,4845048,3,17,19.1,TRUE
847,As soon as the bell rang the teacher came into the classroom.,鐘聲一響起，老師就走進了教室。,,學校,388846,871180,3,15,17.1,TRUE
848,I think you need to spend a little more time on your homework.,我覺得你應該多花點時間在作業上。,,學校,909532,2028489,3,15,17.1,TRUE
849,She's my classmate.,她是我的同學。,,學校,321453,825761,1,4,4.7,TRUE
850,Physics is my favorite subject.,物理是我最喜歡的科目。,,學校,319980,839463,7,8,12.9,TRUE
851,He went to Nagoya on business.,他到名古屋洽談業務。,,"城市,目的",297030,849259,6,11,15.2,TRUE
852,Have you ever visited Rome?,你去過羅馬嗎？,"日常, 旅遊",城市,29403,832977,0,8,8,TRUE
853,They went to Tottori.,他們去了鳥取。,,城市,305377,779013,7,6,10.9,TRUE
854,They're still in Boston.,他們還在波士頓。,,城市,3148347,6073863,8,5,10.6,TRUE
855,She has been to Paris.,她去過巴黎。,,城市,311992,333004,1,6,6.7,TRUE
856,I want to leave Paris.,我想離開巴黎。,,城市,895072,437300,1,6,6.7,TRUE
857,Kyoto is worth visiting.,京都值得遊覽。,,城市,19289,782363,3,7,9.1,TRUE
858,Tom found a job in Boston.,湯姆在波士頓找了份工作。,,城市,3148335,4704311,9,7,13.3,TRUE
859,Kobe is famous for its port.,神戶是著名的港口。,,城市,269686,797111,8,7,12.6,TRUE
861,Have you ever been to Kyoto?,你去過京都嗎？,,城市,431680,334659,1,8,8.7,TRUE
862,Tom got to Boston yesterday.,湯姆昨天到波士頓。,,城市,1025638,5581712,7,8,12.9,TRUE
863,I'm on my way back to Boston.,我在回波士頓的路上。,,城市,2542932,5624926,8,8,13.6,TRUE
864,What did you go to Kyoto for?,你為什麼去京都?,,城市,36404,781182,1,8,8.7,TRUE
865,She went from London to Paris.,她從倫敦去了巴黎。,,城市,312446,863930,0,8,8,TRUE
866,Is this the right bus for Boston?,這輛是去波士頓的巴士嗎?,,城市,33452,894213,8,8,13.6,TRUE
867,"You live in Boston now, don't you?",你住在波士頓，不是嗎？,,城市,3148243,6084401,8,9,14.6,TRUE
868,They went to Chicago by car.,他們開車去芝加哥。,,城市,306813,760841,7,8,12.9,TRUE
869,He went to London via Paris.,他經由巴黎去了倫敦。,,城市,292442,1450416,5,8,11.5,TRUE
870,Tomorrow I'm going to Paris.,明天我要去巴黎。,,城市,697430,1334026,1,8,8.7,TRUE
872,He's gone to Nagoya on business.,他因公出差到名古屋。,,城市,40892,4953629,6,11,15.2,TRUE
873,He's gone to Nagoya on business.,他去名古屋出差。,,城市,40892,4953630,6,11,15.2,TRUE
874,My grandfather comes from Osaka.,我的祖父來自大阪。,,城市,273881,834733,2,10,11.4,TRUE
875,He came all the way from Chicago.,他從芝加哥遠道而來了。,,城市,292445,883280,7,9,13.9,TRUE
876,The police followed him to Paris.,這個警察跟踪他到了巴黎。,,城市,453414,4797647,2,10,11.4,TRUE
878,She is going to Sendai this spring.,她今年春天要去仙台。,,城市,310831,894155,8,8,13.6,TRUE
879,Tom went to Boston three years ago.,湯姆三年前去過波士頓。,,城市,1023908,2163106,8,9,14.6,TRUE
880,I am in Tokyo today.,我今天在東京。,,城市,257596,917907,1,7,7.7,TRUE
881,Tokyo is a big city.,東京是一個很大的城市。,,城市,279791,333362,1,7,7.7,TRUE
882,Nara is a very old city.,奈良是個非常古老的城市。,,城市,280748,332929,4,9,11.8,TRUE
883,The jet landed at Tokyo.,這架客機降落在東京了。,,城市,53697,793953,4,7,9.8,TRUE
884,I was in Tokyo yesterday.,我昨天在東京。,,城市,257792,834796,1,8,8.7,TRUE
885,I am a citizen of Sapporo.,我是札幌的市民。,,城市,257857,819268,10,10,17,TRUE
886,Kyoto has many universities.,京都有很多所大學。,,城市,19318,333508,4,10,12.8,TRUE
887,He arrived in Tokyo yesterday.,他昨天抵達東京。,,城市,244644,834377,2,10,11.4,TRUE
888,He is flying to Paris tomorrow.,他明天將飛往巴黎。,,城市,304122,848714,2,9,10.4,TRUE
889,He is leaving Chicago tomorrow.,他明天將離開芝加哥。,,城市,288703,833804,9,10,16.3,TRUE
890,I am leaving for Tokyo tomorrow.,我明天將出發去東京。,,城市,323451,848860,3,10,12.1,TRUE
891,He will arrive in Paris tomorrow.,他明天將抵達巴黎。,,城市,304090,848528,3,10,12.1,TRUE
892,He's always been living in Tokyo.,他一直住在東京。,,城市,290295,779473,2,9,10.4,TRUE
893,All sorts of people live in Tokyo.,各式各樣的人住在東京。,,城市,279740,868252,3,8,10.1,TRUE
894,Is this the right train for Tokyo?,這是開往東京的火車嗎?,,城市,279806,891146,2,8,9.4,TRUE
895,Kyoto and Boston are sister cities.,京都和波士頓是姐妹城市。,,城市,2698592,5842613,7,10,14.9,TRUE
896,He has a brother who lives in Tokyo.,他有個住在東京的兄弟。,,城市,284881,7771888,0,11,11,TRUE
897,Kyoto is famous for its old temples.,京都以古寺有名。,,城市,19296,797142,5,10,13.5,TRUE
898,My brother goes to college in Tokyo.,我兄弟在東京上大學。,,城市,250727,804832,0,10,10,TRUE
900,He is now either in Rome or in Paris.,他不是在羅馬，就是在巴黎。,,城市,296530,887660,3,11,13.1,TRUE
901,Tom is leaving Kobe tomorrow morning.,湯姆明天早上離開神戶。,,城市,37005,781112,6,10,14.2,TRUE
902,What is the fare from Osaka to Akita?,從大阪到秋田要多少錢？,,城市,275677,336186,12,12,20.4,TRUE
903,Kyoto depends on the tourist industry.,京都依賴旅遊業。,,城市,19300,798173,7,11,15.9,TRUE
904,She went either to London or to Paris.,她不是去了倫敦就是巴黎。,,城市,312445,863913,1,11,11.7,TRUE
905,Karuizawa is famous as a summer resort.,輕井澤是著名的避暑勝地。,,城市,238417,797041,14,13,22.8,TRUE
906,I want you to not go to Boston with Tom.,我要你別和湯姆去波士頓。,,城市,2026592,3383343,8,11,16.6,TRUE
907,Spring is the best season to visit Kyoto.,春天是訪問京都最好的季節。,,城市,266956,782267,2,11,12.4,TRUE
908,What time will the train get to Yokohama?,火車什麼時候到橫濱？,,城市,1481671,335130,7,11,15.9,TRUE
909,The streets in Tokyo are full on Saturdays.,週六，東京街上人滿為患。,,城市,681040,900003,3,11,13.1,TRUE
910,"Having lived in Tokyo, I know the city well.",因為住過東京，我對這個城市非常了解。,,城市,279744,336436,0,13,13,TRUE
911,London's climate differs from that of Tokyo.,倫敦的氣候和東京不同。,,城市,29287,336471,6,11,15.2,TRUE
912,This plane flies between Osaka and Hakodate.,這架飛機往返於大阪和函館之間。,,城市,57454,903487,10,12,19,TRUE
913,Our music teacher advised me to visit Vienna.,我們的音樂老師建議我去維也納看看。,,城市,25423,6148370,10,14,21,TRUE
914,I don't believe the child came to Tokyo alone.,我不相信孩子能獨自到東京。,,城市,59094,336938,3,13,15.1,TRUE
915,She told me that she would go to Paris in August.,她跟我說八月份她會去巴黎。,,城市,314132,461999,0,13,13,TRUE
917,She came to Tokyo when she was eighteen years old.,她18歲的時候來到東京。,,城市,464656,1397135,2,12,13.4,TRUE
918,"The longer I stayed in Paris, the more I liked it.",在巴黎待得越久，我就越喜歡巴黎。,,城市,255430,1423332,1,16,16.7,TRUE
919,Tom has made up his mind to go to Boston to study.,湯姆已經下定決心要去波士頓唸書。,,城市,1025356,4805778,8,14,19.6,TRUE
920,This company is listed on the Paris stock exchange.,這家公司在巴黎證券交易所上市了。,,城市,1159921,805223,10,14,21,TRUE
921,"When I first came back to Boston, I was really lonely.",當我第一次回波士頓時，我非常孤獨。,,城市,3148256,5595228,9,15,21.3,TRUE
923,Tom was able to make himself understood in French when he visited Paris.,在巴黎，沒有人能夠理解湯姆的法文。,,城市,1024015,1228959,4,19,21.8,TRUE
924,He and his sisters are currently living in Tokyo.,他和他的姐妹們目前都住在東京。,,城市,1477144,332641,4,14,16.8,TRUE
925,People from Madrid are weird.,從馬德里來的人都很怪。,,城市,1558,334432,13,6,15.1,TRUE
927,I miss Boston.,我想念波士頓。,,城市,2387234,5548480,7,4,8.9,TRUE
928,Tom misses Boston.,湯姆想念波士頓了。,,城市,2862240,7772594,8,5,10.6,TRUE
929,What do you have in your bag?,你的袋子裡有什麼？,,地點,69790,895591,0,7,7,TRUE
931,He lives just across the road.,他就住在馬路對面。,,地點,302062,848677,3,8,10.1,TRUE
932,I had hoped to meet you there.,我曾希望在那裡遇見你。,,地點,71154,889642,1,8,8.7,TRUE
933,I'll pick you up at your home.,我會去你家接你。,,地點,70798,472851,3,7,9.1,TRUE
934,Let's take a walk in the park.,讓我們在公園裡散步吧。,,地點,240456,894051,1,7,7.7,TRUE
935,No one lives in this building.,沒有人住在這棟樓裡。,,地點,451748,444814,1,8,8.7,TRUE
936,She stayed at home by herself.,她獨自留在家裡。,,地點,310101,857987,0,9,9,TRUE
937,She will be here this evening.,她今天晚上將在這裡。,,地點,243198,850691,2,8,9.4,TRUE
938,Someone locked me in the room.,有人把我鎖在這房間裡。,,地點,2174940,2174223,3,8,10.1,TRUE
939,The watch on the desk is mine.,桌上的手錶是我的。,,地點,20535,6059533,1,7,7.7,TRUE
940,There is a park near my house.,我家附近有一個公園。,,地點,250499,907216,1,7,7.7,TRUE
941,There's a hole in this bucket.,這個桶子上有個洞。,,地點,60712,865485,4,7,9.8,TRUE
942,They moved here two years ago.,他們兩年前搬到了這裡。,,地點,305426,868397,2,8,9.4,TRUE
943,Put the book there.,把書放在那裡。,,地點,2149075,759616,1,4,4.7,TRUE
944,Get down on the floor!,趴在地上！,,地點,433524,833806,2,5,6.4,TRUE
945,Wait here for a while.,在這裡等一會下。,,地點,53434,784412,2,5,6.4,TRUE
946,Don't leave me here alone.,別把我一個人留在這裡。,,地點,2481334,6111967,3,7,9.1,TRUE
947,Don't put books on the table.,不要把書放在那張桌子上。,,地點,525756,836372,2,7,8.4,TRUE
948,Don't talk in the reading room.,閱覽室裡禁止說話。,,地點,270707,727946,1,8,8.7,TRUE
949,Change trains at the next station.,在下一站換乘火車。,,地點,264246,836356,3,7,9.1,TRUE
950,Don't put anything in the bag.,不要把所有東西都放進包包裡。,,地點,689892,1878375,3,8,10.1,TRUE
951,Put the chair in front of the desk.,把椅子放在桌子前面。,,地點,681033,899982,2,8,9.4,TRUE
952,Tell me what you have in your hand.,告訴我你手裡有什麼。,,地點,265903,426881,0,8,8,TRUE
953,Go away before they see you here.,在他們看見你之前離開這裡。,,地點,1452803,2499983,1,9,9.7,TRUE
954,Don't show your face around here again.,你不要再出現在這裡了。,,地點,541986,889626,3,10,12.1,TRUE
955,Don't stand near me.,不要站在我旁邊。,,地點,410592,819452,1,5,5.7,TRUE
956,Don't throw trash here.,別在這裡亂丟垃圾。,,地點,61822,1397009,5,5,8.5,TRUE
957,Don't put anything on top of the box.,不要放任何東西在箱子上面。,,地點,44472,4816290,3,10,12.1,TRUE
958,Don't put anything on top of the box.,不要在箱子上面放任何東西。,,地點,44472,4816291,3,10,12.1,TRUE
961,Be careful not to drive the wrong way on a one-way street.,小心不要在單行道逆向行駛。,,地點,682503,787558,3,15,17.1,TRUE
